Property_type,Property_city,Property_location,Bedrooms,Bathrooms,Parking_space,Floor_size,Property_price_(per_month)
4 Bedroom House,Pritoria,Waterkloof Ridge,4,3.5,4,,R 75 000
4 Bedroom Townhouse,Pritoria,Waterkloof,4,3,2,,R 32 000
2 Bedroom Apartment,Pritoria,Brooklyn,2,2,1,,R 12 000
2 Bedroom Apartment,Pritoria,Annlin,2,2,,,R 8 900
1 Bedroom Apartment,Pritoria,Blyde Riverwalk Estate,1,1,,,R 13 500
1 Bedroom Apartment,Pritoria,Menlyn,1,1,1,45 m²,R 23 000
0.5 Bedroom Apartment,Pritoria,Riviera,0.5,1,1,45 m²,R 4 190
1 Bedroom House,Pritoria,Moreleta Park,1,1,7,45 m²,R 5 500
3 Bedroom House,Pritoria,Waterkloof Ridge,3,2.5,1,104 m²,R 32 000
1 Bedroom Apartment,Pritoria,Rietondale,1,1,1,400 m²,R 7 500
1 Bedroom Apartment,Pritoria,Hatfield,1,1,1,,R 5 420
1 Bedroom Apartment,Pritoria,Menlyn,1,1,2,,R 23 000
4 Bedroom House,Pritoria,Silverwoods Country Estate,4,2.5,1,,R 39 000
1 Bedroom Apartment,Pritoria,Arcadia,1,1,6,,R 4 500
4 Bedroom House,Pritoria,Silver Lakes Golf Estate,4,2,1,,R 45 000
1 Bedroom House,Pritoria,Montana Park,1,1,1,,R 7 800
1 Bedroom Apartment,Pritoria,Willow Park,1,1,2,,R 7 700
3 Bedroom House,Pritoria,Olympus AH,3,3,2,,R 22 000
3 Bedroom Apartment,Pritoria,Muckleneuk,3,2,2,,R 30 000
2 Bedroom Apartment,Pritoria,Muckleneuk,2,2,1,,R 10 500
2 Bedroom Apartment,Pritoria,Hatfield,2,1,1,,R 7 900
1 Bedroom Apartment,Pritoria,Hatfield,1,1,1,,R 6 600
2 Bedroom Townhouse,Pritoria,Equestria,2,2,7,,R 9 750
1 Bedroom House,Pritoria,Garsfontein,1,1,2,,R 6 000
3 Bedroom Apartment,Pritoria,Blyde Riverwalk Estate,3,2,2,,R 24 000
4 Bedroom House,Pritoria,Woodhill Golf Estate,4,3,,,R 40 000
2 Bedroom Apartment,Pritoria,Montana Tuine,2,1,1,58 m²,R 7 950
2 Bedroom Apartment,Pritoria,Philip Nel Park,2,1,1,98 m²,R 6 760
2 Bedroom Apartment,Pritoria,Waverley,2,1,2,39 m²,R 9 750
2 Bedroom Apartment,Pritoria,Menlo Park,2,2,1,39 m²,R 18 000
4 Bedroom House,Pritoria,Willow Acres,4,3,4,44 m²,R 56 900
1 Bedroom Apartment,Pritoria,Hatfield,1,1,1,46 m²,R 9 500
2.5 Bedroom Apartment,Pritoria,Arcadia,2.5,1,2,31 m²,R 7 100
1 Bedroom Apartment,Pritoria,Hatfield,1,1,2,40 m²,R 6 400
4 Bedroom House,Pritoria,Lynnwood Glen,4,4,2,,R 45 000
2 Bedroom Apartment,Pritoria,Hatfield,2,1,1,,R 7 500
4 Bedroom House,Pritoria,Waterkloof Ridge,4,4,4,,R 36 000
2 Bedroom Apartment,Pritoria,Hatfield,2,2,2,,R 10 000
4 Bedroom House,Pritoria,Silverwoods Country Estate,4,2.5,1,,R 39 000
2 Bedroom Apartment,Pritoria,Hatfield,2,1,,,R 7 500
6 Bedroom House,Pritoria,Waterkloof Ridge,6,6,,,R 94 999
1 Bedroom Apartment,Pritoria,Riviera,1,1,,,R 4 800
4 Bedroom House,Pritoria,Alphen Park,4,1,,,R 35 000
1 Bedroom Apartment,Pritoria,Riviera,1,1,,,R 4 800
0.5 Bedroom Apartment,Pritoria,Sunnyside,0.5,1,,,R 3 870
0.5 Bedroom Apartment,Pritoria,Brooklyn,0.5,1,,,R 13 000
0.5 Bedroom Apartment,Pritoria,Sunnyside,0.5,,,,R 2 200
2 Bedroom Townhouse,Pritoria,Sterrewag,2,1,1,62 m²,R 13 500
2 Bedroom Apartment,Pritoria,Arcadia,2,1,1,50 m²,R 6 800
1 Bedroom Apartment,Pritoria,Mooikloof Glen,1,1,2,105 m²,R 7 450
2 Bedroom Apartment,Pritoria,Paramount Estate,2,2,1,93 m²,R 8 800
2 Bedroom Apartment,Pritoria,Lynnwood Glen,2,2,1,40 m²,R 11 000
1 Bedroom Apartment,Pritoria,Brooklyn,1,1,11,56 m²,R 11 200
6 Bedroom House,Pritoria,Muckleneuk,6,5,13,62 m²,R 55 000
11 Bedroom House,Pritoria,Sunnyside,11,5,1,40 m²,R 5 000
House,Pritoria,Brooklyn,1,1,1,,R 6 900
1 Bedroom Apartment,Pritoria,Menlyn,2,1,1,,R 26 000
2 Bedroom House,Pritoria,Arcadia,4,3.5,2,,R 8 000
4 Bedroom House,Pritoria,The Hills Game Reserve Estate,1,1,1,,R 50 000
1 Bedroom Apartment,Pritoria,Sunnyside,1,1,1,,R 4 932
1 Bedroom Apartment,Pritoria,Brooklyn,2,1,1,,R 11 500
2 Bedroom Apartment,Pritoria,Danville,1,1,2,,R 6 935
1 Bedroom Apartment,Pritoria,Pretoria North,2,2,1,,R 3 860
2 Bedroom Apartment,Pritoria,Nieuw Muckleneuk,1,1,1,,R 15 900
1 Bedroom Apartment,Pritoria,Waterkloof,0.5,1,11,,R 11 300
0.5 Bedroom Apartment,Pritoria,Newlands,6,5,3,,R 5 387
6 Bedroom House,Pritoria,Muckleneuk,4,3,,,R 55 000
4 Bedroom House,Pritoria,Olympus AH,,,,,R 45 000
1 Bedroom Apartment,Pritoria,Daspoort,1,1,1,20 m²,R 4 150
3 Bedroom Townhouse,Pritoria,Menlo Park,3,2,4,65 m²,R 23 000
0.5 Bedroom Apartment,Pritoria,Kwaggasrand,0.5,1,2,104 m²,R 4 125
3 Bedroom Apartment,Pritoria,Waterkloof,3,3,3,78 m²,R 22 000
4 Bedroom House,Pritoria,Woodhill Golf Estate,4,3,1,202 m²,R 40 000
1 Bedroom House,Pritoria,Groenkloof,1,1,1,216 m²,R 11 990
2 Bedroom Apartment,Pritoria,Olympus AH,2,1,2,,R 9 500
2 Bedroom Apartment,Pritoria,Menlo Park,2,2.5,1,,R 23 000
4 Bedroom House,Pritoria,Brooklyn,4,3.5,1,,R 35 000
2 Bedroom Apartment,Pritoria,Faerie Glen,2,1,1,,R 8 600
2 Bedroom Apartment,Pritoria,Brooklyn,2,2,2,,R 14 000
3 Bedroom Townhouse,Pritoria,Olympus AH,3,2,5,,R 22 000
5 Bedroom House,Pritoria,Groenkloof,5,6,2,,R 50 000
3 Bedroom Townhouse,Pritoria,Olympus AH,3,2,2,,R 22 000
3 Bedroom Townhouse,Pritoria,Olympus AH,3,2,1,,R 22 000
0.5 Bedroom Apartment,Pritoria,Sunnyside,0.5,1,2,,R 3 950
2 Bedroom Apartment,Pritoria,Arcadia,2,1,2,,R 21 000
3 Bedroom House,Pritoria,The Hills Game Reserve Estate,3,2,2,,R 33 000
Apartment,Pritoria,Waterkloof Ridge,3,2.5,2,,R 13 000
3 Bedroom Apartment,Pritoria,Brooklyn,3,3,,,R 52 000
3 Bedroom Apartment,Pritoria,Waterkloof,,,,,R 22 000
1 Bedroom House,Pritoria,Lynnwood,1,1,3,76 m²,R 10 000
6 Bedroom House,Pritoria,Woodhill Golf Estate,6,7.5,8,64 m²,R 85 000
4 Bedroom House,Pritoria,Woodhill Golf Estate,4,56,2,59 m²,R 60 000
0.5 Bedroom Apartment,Pritoria,Capital Park,0.5,3.5,1,150 m²,R 3 940
2 Bedroom Apartment,Pritoria,La Montagne,2,1,1,,R 7 950
2 Bedroom Townhouse,Pritoria,Pretoria North,2,1,1,,R 7 200
1 Bedroom Apartment,Pritoria,Menlyn,1,1,1,,R 23 000
2 Bedroom Apartment,Pritoria,Brooklyn,2,1,2,,R 14 999
2 Bedroom Apartment,Pritoria,Kilner Park,2,2,2,,R 6 950
1 Bedroom House,Pritoria,Garsfontein,1,1,1,,R 5 965
6 Bedroom House,Pritoria,Waterkloof Ridge,6,1,8,,R 95 000
5 Bedroom House,Pritoria,Willow Acres,5,6.5,2,,R 50 000
2 Bedroom Apartment,Pritoria,Mooikloof Manor,2,4.5,5,,R 10 000
5 Bedroom House,Pritoria,Silver Lakes,5,2,4,,R 50 000
4 Bedroom House,Pritoria,Montana Park,4,3,2,,R 23 500
1 Bedroom Apartment,Pritoria,West Park,1,2,1,,R 5 350
2 Bedroom Townhouse,Pritoria,The Wilds,2,1,2,,R 15 500
0.5 Bedroom Apartment,Pritoria,Capital Park,0.5,2,,,R 3 940
3 Bedroom Townhouse,Pritoria,Woodhill Golf Estate,3,1,,,R 25 000
2 Bedroom Apartment,Pritoria,Hatfield,2,2,,,R 17 500
Apartment,Pritoria,Lotus Gardens,4,3,2,63 m²,R 1 500
4 Bedroom House,Pritoria,Woodhill Golf Estate,6,3,3,210 m²,R 52 000
6 Bedroom House,Pritoria,Silver Lakes Golf Estate,1,1,1,63 m²,R 75 000
1 Bedroom Apartment,Pritoria,Hazelwood,1,1,1,,R 22 000
1 Bedroom Apartment,Pritoria,Menlo Park,4,2.5,2,,R 21 500
4 Bedroom House,Pritoria,Waterkloof Ridge,3,3,3,,R 30 000
3 Bedroom Apartment,Pritoria,Brooklyn,5,5.5,8,,R 52 000
5 Bedroom House,Pritoria,Woodhill Golf Estate,4,3,4,,R 56 000
4 Bedroom House,Pritoria,Woodhill Golf Estate,3,2,2,,R 52 000
3 Bedroom House,Pritoria,Silver Lakes,4,2,2,,R 29 000
4 Bedroom House,Pritoria,Silver Lakes Golf Estate,1,1,1,,R 38 000
1 Bedroom Apartment,Pritoria,Capital Park,1,4.5,1,,R 5 520
1 Bedroom Apartment,Pritoria,Philip Nel Park,4,1,3,,R 3 500
4 Bedroom House,Pritoria,Silver Lakes,1,4,1,,R 75 000
1 Bedroom Apartment,Pritoria,Sunnyside,5,2,5,,R 5 880
5 Bedroom House,Pritoria,Silver Lakes Golf Estate,2,1,3,,R 46 000
2 Bedroom House,Pritoria,Philip Nel Park,1,2,1,,R 1 600
1 Bedroom Apartment,Pritoria,Menlo Park,2,6,1,,R 21 500
2 Bedroom Apartment,Pritoria,Eastwood,6,2,4,,R 20 000
6 Bedroom House,Pritoria,Waterkloof Ridge,2,,2,,R 90 000
2 Bedroom Apartment,Pritoria,Menlo Park,,,,,R 18 000
3 Bedroom Townhouse,Pritoria,Woodhill Golf Estate,3,2,4,125 m²,R 25 000
Apartment,Pritoria,Gezina,1,1,1,126 m²,R 2 040
1 Bedroom Apartment,Pritoria,Menlyn,2,2,1,86 m²,R 23 000
2 Bedroom House,Pritoria,The Wilds,2,1,1,28 m²,R 14 500
2 Bedroom Apartment,Pritoria,Lynnwood,2,2,1,100 m²,R 7 500
2 Bedroom Townhouse,Pritoria,The Wilds,2,1,1,49 m²,R 14 500
2 Bedroom Apartment,Pritoria,Lynnwood,2,2.5,2,,R 9 500
2 Bedroom Apartment,Pritoria,Menlo Park,2,1,1,,R 23 000
2 Bedroom Apartment,Pritoria,Lynnwood,2,1,1,,R 8 000
2 Bedroom Apartment,Pritoria,Pretoria West,2,1,1,,R 6 420
2 Bedroom Apartment,Pritoria,Pretoria North,2,2,2,,R 6 800
2 Bedroom House,Pritoria,Menlo Park,1,1,1,,R 14 000
1 Bedroom Apartment,Pritoria,Menlyn,4,3.5,2,,R 16 000
4 Bedroom House,Pritoria,Silver Lakes Golf Estate,2,1,1,,R 50 000
2 Bedroom Apartment,Pritoria,Lynnwood,3,2,2,,R 8 500
3 Bedroom Apartment,Pritoria,Nieuw Muckleneuk,2,2.5,2,,R 28 500
2 Bedroom Apartment,Pritoria,Six Fountains,1,1,1,,R 17 000
1 Bedroom Apartment,Pritoria,Waterkloof Ridge,4,4.5,9,,R 10 000
4 Bedroom House,Pritoria,Waterkloof Ridge,11,5,13,,R 75 000
11 Bedroom House,Pritoria,Sunnyside,2,1,1,,R 4 800
2 Bedroom Apartment,Pritoria,Lynnwood,,,,,R 9 500
3 Bedroom Townhouse,Pritoria,Hazelwood,3,2,2,383 m²,R 23 000
1 Bedroom Apartment,Pritoria,Menlo Park,1,1,1,64 m²,R 11 900
2 Bedroom Apartment,Pritoria,Equestria,2,2,2,42 m²,R 10 300
7 Bedroom House,Pritoria,Hatfield,7,6,1,,R 3 500
3 Bedroom Apartment,Pritoria,Hatfield,3,2,3,,R 25 500
1 Bedroom Apartment,Pritoria,Montana Tuine,1,1,2,,R 7 000
3 Bedroom Townhouse,Pritoria,Menlo Park,3,2,2,,R 32 000
3 Bedroom House,Pritoria,Pretoria West,3,2,3,,R 7 500
2 Bedroom Apartment,Pritoria,Savannah Country Estate,2,2,1,,R 8 300
3 Bedroom Townhouse,Pritoria,Willow Park Manor,3,2,1,,R 16 750
3 Bedroom Townhouse,Pritoria,Kilner Park,3,2,1,,R 9 400
1 Bedroom Apartment,Pritoria,Menlo Park,1,1,2,,R 10 000
2 Bedroom Apartment,Pritoria,Sinoville,2,1,1,,R 8 500
1 Bedroom Apartment,Pritoria,Lynnwood,1,1,2,,R 9 500
3 Bedroom House,Pritoria,Kwaggasrand,3,1,1,,R 8 500
Apartment,Pritoria,Riviera,2,1,3,,R 4 000
2 Bedroom Apartment,Pritoria,Sinoville,2.5,2,,,R 8 500
2.5 Bedroom Townhouse,Pritoria,Monument Park,1,1,,,R 10 500
1 Bedroom Apartment,Pritoria,Sunnyside,2,2,,,R 2 950
2 Bedroom Apartment,Pritoria,Greencreek Lifestyle Estate,3,2,,,R 11 500
3 Bedroom Townhouse,Pritoria,Menlo Park,,,,,R 33 000
2 Bedroom Apartment,Pritoria,Pretoria West,2,1,1,30 m²,R 6 435
1.5 Bedroom Apartment,Pritoria,Sunnyside,1.5,1,1,174 m²,R 5 770
1 Bedroom House,Pritoria,Brooklyn,1,1,5,1 m²,R 7 950
6 Bedroom House,Pritoria,Brooklyn,6,4.5,2,174 m²,R 3 750
3 Bedroom House,Pritoria,Faerie Glen,3,3,1,40 m²,R 28 000
5 Bedroom House,Pritoria,Savannah Country Estate,5,3,1,57 m²,R 28 000
2 Bedroom Apartment,Pritoria,Blyde Riverwalk Estate,2,2,2,102 m²,R 20 000
1 Bedroom Apartment,Pritoria,Arcadia,1,1,4,670 m²,R 6 450
0.5 Bedroom Apartment,Pritoria,West Park,0.5,1,1,,R 4 450
3 Bedroom Townhouse,Pritoria,Woodhill Golf Estate,3,2,2,,R 29 950
4 Bedroom House,Pritoria,Waterkloof Ridge,4,3,4,,R 30 000
1.5 Bedroom Apartment,Pritoria,Arcadia,1.5,1,1,,R 6 390
3 Bedroom Townhouse,Pritoria,Woodhill Golf Estate,3,2,1,,R 29 950
4 Bedroom House,Pritoria,Woodhill Golf Estate,4,4,2,,R 100 000
1 Bedroom Apartment,Pritoria,Waterkloof,1,1,2,,R 11 300
3 Bedroom House,Pritoria,Philip Nel Park,3,2,3,,R 6 400
2 Bedroom Apartment,Pritoria,Waterkloof Ridge,2,1,1,,R 11 500
2 Bedroom Apartment,Pritoria,Blyde Riverwalk Estate,2,2,,,R 12 500
3 Bedroom Townhouse,Pritoria,Waterkloof Park,3,2,,,R 25 000
4 Bedroom House,Pritoria,Silver Lakes Golf Estate,4,3.5,,,R 65 000
1 Bedroom Apartment,Pritoria,Brooklyn,1,1,,,R 13 000
2 Bedroom Apartment,Pritoria,Menlo Park,2,2,2,110 m²,R 22 000
3 Bedroom House,Pritoria,Silverton,3,1,6,80 m²,R 14 408
2 Bedroom Townhouse,Pritoria,Silver Lakes Golf Estate,2,2,2,54 m²,R 28 000
3 Bedroom House,Pritoria,Groenkloof,3,2,3,,R 25 000
0.5 Bedroom Apartment,Pritoria,Capital Park,0.5,1,1,,R 3 940
1 Bedroom Apartment,Pritoria,Riviera,1,1,5,,R 5 900
2 Bedroom Apartment,Pritoria,Menlo Park,2,2,3,,R 14 000
4 Bedroom House,Pritoria,Woodhill Golf Estate,4,3.5,4,,R 60 000
2 Bedroom Townhouse,Pritoria,Silver Lakes Golf Estate,2,2,2,,R 28 000
4 Bedroom House,Pritoria,Woodhill Golf Estate,4,4.5,3,,R 59 900
2 Bedroom Apartment,Pritoria,Tileba,2,1,3,,R 5 545
3 Bedroom Townhouse,Pritoria,Woodhill Golf Estate,3,3,4,,R 35 000
5 Bedroom House,Pritoria,Woodhill Golf Estate,3,2,4,,R 85 000
5 Bedroom House,Pritoria,Lukasrand,5,7,2,,R 4 950
2 Bedroom Apartment,Pritoria,Brooklyn,5,3,6,,R 13 900
5 Bedroom House,Pritoria,Woodhill Golf Estate,2,2,1,,R 85 000
2 Bedroom Apartment,Pritoria,Clydesdale,5,7,1,,R 7 500
4 Bedroom Apartment,Pritoria,Hatfield,2,1,1,,R 4 200
2 Bedroom Apartment,Pritoria,Hatfield,4,1,,,R 8 900
0.5 Bedroom Apartment,Pritoria,Pretoria West,2,1,,,R 2 660
2 Bedroom Apartment,Pritoria,Sinoville,2,1,1,163 m²,R 7 500
3 Bedroom House,Pritoria,Muckleneuk,3,3,5,72 m²,R 27 000
4 Bedroom House,Pritoria,Monument Park,4,2,6,80 m²,R 19 000
2 Bedroom House,Pritoria,Tyger Valley,2,2,2,,R 15 000
3 Bedroom Apartment,Pritoria,Waterkloof Park,3,2,2,,R 25 000
3 Bedroom Apartment,Pritoria,Blyde Riverwalk Estate,3,2,3,,R 23 000
2 Bedroom Apartment,Pritoria,Hatfield,2,2,2,,R 17 500
4 Bedroom House,Pritoria,Silver Lakes Golf Estate,4,3,2,,R 38 000
2 Bedroom Apartment,Pritoria,Sterrewag,2,1,2,,R 9 675
2 Bedroom Apartment,Pritoria,Brooklyn,2,2,3,,R 13 800
3 Bedroom Townhouse,Pritoria,The Wilds,3,2,5,,R 18 000
3 Bedroom House,Pritoria,Muckleneuk,3,3,2,,R 25 000
3 Bedroom House,Pritoria,Faerie Glen,3,3,3,,R 28 000
2 Bedroom Apartment,Pritoria,Waterkloof,2,2,3,,R 13 500
3 Bedroom House,Pritoria,Woodhill Golf Estate,3,3.5,6,,R 45 000
2 Bedroom Apartment,Pritoria,Brooklyn,2,2,1,,R 14 000
4 Bedroom House,Pritoria,Silver Lakes Golf Estate,4,3,1,,R 38 000
4 Bedroom House,Pritoria,Silver Lakes Golf Estate,4,3,,,R 65 000
2 Bedroom House,Pritoria,Kirkney,2,1,,,R 6 800
2 Bedroom Apartment,Pritoria,Olympus AH,2,1,,,R 7 500
1 Bedroom Apartment,Pritoria,Hatfield,1,1,,,R 7 862
4 Bedroom House,Pritoria,Montana,4,4,4,150 m²,R 38 000
4 Bedroom House,Pritoria,Silver Lakes Golf Estate,4,2.5,8,56 m²,R 55 000
1 Bedroom House,Pritoria,Brooklyn,1,1,1,130 m²,R 6 100
1 Bedroom House,Pritoria,Brooklyn,1,1,1,109 m²,R 6 200
2 Bedroom Townhouse,Pritoria,The Wilds,2,2,2,144 m²,R 15 500
1 Bedroom Apartment,Pritoria,Hatfield,1,1,1,126 m²,R 13 000
1 Bedroom Apartment,Pritoria,Menlyn,1,1,1,175 m²,R 25 500
3 Bedroom Townhouse,Pritoria,Equestria,3,2.5,4,109 m²,R 17 400
2 Bedroom Townhouse,Pritoria,The Wilds,2,2,1,,R 15 500
2 Bedroom Townhouse,Pritoria,The Wilds,2,1,1,,R 13 000
2 Bedroom Townhouse,Pritoria,The Wilds,2,2,2,,R 15 500
2 Bedroom Townhouse,Pritoria,The Wilds,2,2,1,,R 14 500
2 Bedroom Apartment,Pritoria,Menlo Park,2,2,2,,R 14 500
3 Bedroom Townhouse,Pritoria,The Wilds,3,2,2,,R 20 000
2 Bedroom Townhouse,Pritoria,The Wilds,2,1,1,,R 13 000
0.5 Bedroom Apartment,Pritoria,Sunnyside,0.5,1,1,,R 4 000
2 Bedroom Apartment,Pritoria,Blyde Riverwalk Estate,2,2,2,,R 12 000
6 Bedroom House,Pritoria,Waterkloof Ridge,6,6.5,8,,R 95 000
2 Bedroom Apartment,Pritoria,Annlin,2,1,2,,R 7 400
1 Bedroom House,Pritoria,Menlo Park,1,2,1,,R 5 000
3 Bedroom Townhouse,Pritoria,Woodhill Golf Estate,3,,4,,R 25 000
1.5 Bedroom Apartment,Pritoria,Mayville,1.5,1,1,90 m²,R 4 500
4 Bedroom Apartment,Pritoria,Sunnyside,4,2,3,7 m²,R 3 200
2 Bedroom Apartment,Pritoria,Waterkloof,2,2,4,79 m²,R 20 000
4 Bedroom House,Pritoria,Kameeldrift East,4,3,1,7 m²,R 22 000
3 Bedroom House,Pritoria,Waterkloof,3,2,2,54 m²,R 32 000
1 Bedroom Apartment,Pritoria,Pretoria Central,1,1,3,,R 4 520
2 Bedroom Apartment,Pritoria,Brooklyn,2,2,1,,R 12 500
2 Bedroom Apartment,Pritoria,Brooklyn,2,2,2,,R 15 000
3 Bedroom House,Pritoria,Willow Acres Ext 10,3,3,1,,R 30 000
2 Bedroom House,Pritoria,Erasmuskloof,2,2,1,,R 9 200
2 Bedroom Apartment,Pritoria,Faerie Glen,2,2,1,,R 8 800
1.5 Bedroom Apartment,Pritoria,Gezina,1.5,1,1,,R 5 300
3 Bedroom Apartment,Pritoria,Hatfield,3,1,1,,R 17 500
2 Bedroom Apartment,Pritoria,Hatfield,2,1,5,,R 16 500
2 Bedroom Apartment,Pritoria,Hatfield,2,1,1,,R 16 500
2 Bedroom Apartment,Pritoria,Hillcrest,2,1.5,1,,R 5 950
3 Bedroom House,Pritoria,Danville,3,2,4,,R 16 500
1 Bedroom Apartment,Pritoria,Nieuw Muckleneuk,1,1,2,,R 12 000
0.5 Bedroom Apartment,Pritoria,Eloffsdal,0.5,1,,,R 3 900
3 Bedroom House,Pritoria,Waterkloof,3,2,,,R 32 000
3 Bedroom House,Pritoria,Lombardy Estate,3,3.5,,,R 34 000
2 Bedroom Apartment,Pritoria,Brooklyn,2,2,2,76 m²,R 15 500
0.5 Bedroom Apartment,Pritoria,Mayville,0.5,1,1,32 m²,R 3 840
3 Bedroom House,Pritoria,Wapadrand,3,3,4,1 m²,R 31 000
1 Bedroom Apartment,Pritoria,Mooikloof Glen,1,1,1,90 m²,R 6 500
0.5 Bedroom Apartment,Pritoria,Arcadia,0.5,1,1,101 m²,R 4 850
1 Bedroom Apartment,Pritoria,Silver Lakes Golf Estate,1,1,5,,R 6 600
House,Pritoria,Sunnyside,4,4,1,,R 2 940
4 Bedroom House,Pritoria,Waterkloof,1,1,3,,R 40 000
1 Bedroom Apartment,Pritoria,Rietondale,6,4.5,1,,R 7 000
6 Bedroom House,Pritoria,Willow Acres,1,1,1,,R 45 000
1 Bedroom Apartment,Pritoria,Montana Park,1,1,1,,R 9 500
1 Bedroom House,Pritoria,Groenkloof,11,1.5,2,,R 10 990
Apartment,Pritoria,Sunnyside,11,2,3,,R 1 505
11 Bedroom Apartment,Pritoria,Colbyn,2,2,1,,R 5 000
11 Bedroom Apartment,Pritoria,Colbyn,2,1,2,,R 5 000
2 Bedroom Apartment,Pritoria,Sunnyside,3,2,1,,R 6 790
2 Bedroom Apartment,Pritoria,Brooklyn,1,1,,,R 14 000
3 Bedroom House,Pritoria,Six Fountains,2,,,,R 22 000
1 Bedroom Apartment,Pritoria,Hatfield,1,,,,R 5 300
2 Bedroom Apartment,Pritoria,Alphen Park,,,,,R 27 500
1 Bedroom Apartment,Pritoria,Sterrewag,,,,,R 9 500
6 Bedroom House,Pritoria,Waterkloof Heights,6,6.5,2,63 m²,R 50 000
3 Bedroom House,Pritoria,Waterkloof Ridge,3,3,4,43 m²,R 28 000
1 Bedroom Apartment,Pritoria,Alphen Park,1,1,1,55 m²,R 21 500
1 Bedroom House,Pritoria,Danville,1,2,4,203 m²,R 4 500
3 Bedroom House,Pritoria,Waterkloof,3,2,7,100 m²,R 28 000
5 Bedroom House,Pritoria,Waterkloof Ridge,5,4.5,1,55 m²,R 65 000
1 Bedroom Apartment,Pritoria,Sunnyside,1,1,1,60 m²,R 3 800
1 Bedroom Apartment,Pritoria,Queenswood,1,1,1,,R 4 750
1 Bedroom House,Pritoria,Riviera,1,1,4,,R 5 000
1 Bedroom Apartment,Pritoria,Hatfield,1,1,2,,R 8 500
1 Bedroom Apartment,Pritoria,Menlyn,1,1,4,,R 23 000
3 Bedroom Townhouse,Pritoria,Equestria,3,2,2,,R 22 000
3 Bedroom Apartment,Pritoria,Brooklyn,3,2.5,1,,R 42 000
6 Bedroom House,Pritoria,Willow Acres,6,4.5,2,,R 50 000
3 Bedroom House,Pritoria,Andeon,3,2,1,,R 8 000
1 Bedroom Apartment,Pritoria,Mountain View,1,1,1,,R 5 300
2 Bedroom Apartment,Pritoria,Menlo Park,2,2,4,,R 16 500
1 Bedroom Apartment,Pritoria,Menlyn,1,1,,,R 13 900
1 Bedroom House,Pritoria,Baileys Muckleneuk,1,1,,,R 9 630
6 Bedroom House,Pritoria,Willow Acres,6,4.5,,,R 50 000
2 Bedroom Apartment,Pritoria,Hatfield,2,2,,,R 17 500
2 Bedroom Apartment,Pritoria,Paramount Estate,2,2,2,105 m²,R 8 800
2 Bedroom Apartment,Pritoria,Sinoville,2,1,2,63 m²,R 8 500
2 Bedroom Apartment,Pritoria,Sinoville,2,1,2,70 m²,R 7 500
5 Bedroom House,Pritoria,Philip Nel Park,5,3,2,44 m²,R 10 500
3 Bedroom Townhouse,Pritoria,Brooklyn,3,2.5,6,76 m²,R 30 000
1 Bedroom Apartment,Pritoria,Alphen Park,1,1,4,63 m²,R 18 500
3 Bedroom Townhouse,Pritoria,Willow Glen,3,2.5,4,67 m²,R 23 000
1 Bedroom Apartment,Pritoria,Menlyn,1,1,1,101 m²,R 30 000
6 Bedroom House,Pritoria,Waterkloof Ridge,6,6.5,4,61 m²,R 90 000
4 Bedroom House,Pritoria,Boardwalk Manor,4,4,2,,R 65 000
1 Bedroom Apartment,Pritoria,Hatfield,1,1,1,,R 8 250
2 Bedroom Apartment,Pritoria,Menlyn,2,2,2,,R 29 500
1 Bedroom Apartment,Pritoria,Muckleneuk,1,1,1,,R 8 350
1 Bedroom House,Pritoria,Nieuw Muckleneuk,1,1,1,,R 13 800
1 Bedroom Apartment,Pritoria,Alphen Park,1,1,4,,R 18 500
2 Bedroom Apartment,Pritoria,Brooklyn,2,2,1,,R 12 000
3 Bedroom House,Pritoria,Waterkloof Ridge,3,3.5,4,,R 28 000
3 Bedroom House,Pritoria,Moreleta Park,3,3,5,,R 60 000
2 Bedroom Apartment,Pritoria,Alphen Park,2,2,4,,R 25 000
2 Bedroom Apartment,Pritoria,Brooklyn,2,2,2,,R 10 500
6 Bedroom House,Pritoria,Savannah Country Estate,6,6,2,,R 25 000
1 Bedroom Apartment,Pritoria,Sunnyside,1,2,1,105 m²,R 1 950
2 Bedroom Apartment,Pritoria,Hazeldean,2,2,1,225 m²,R 8 800
2 Bedroom Apartment,Pritoria,Silver Lakes Golf Estate,2,3.5,1,56 m²,R 22 000
3 Bedroom Apartment,Pritoria,Brooklyn,3,1,2,65 m²,R 52 000
1 Bedroom Apartment,Pritoria,Menlyn,1,4,3,105 m²,R 23 000
4 Bedroom House,Pritoria,Woodhill Golf Estate,4,1,1,141 m²,R 65 000
1 Bedroom Apartment,Pritoria,Menlo Park,1,1,2,171 m²,R 11 900
1 Bedroom Apartment,Pritoria,Nieuw Muckleneuk,1,1,1,56 m²,R 17 000
0.5 Bedroom Apartment,Pritoria,Pretoria Central,0.5,2,2,80 m²,R 4 000
3 Bedroom Apartment,Pritoria,Hazeldean,3,2,2,71 m²,R 9 500
2 Bedroom Townhouse,Pritoria,Sable Hills,2,2,1,80 m²,R 19 500
2 Bedroom Townhouse,Pritoria,Sable Hills,2,1,2,,R 25 000
2 Bedroom Apartment,Pritoria,Mayville,2,1,1,,R 4 880
1 Bedroom Apartment,Pritoria,Menlo Park,1,1,2,,R 2 825
1 Bedroom Apartment,Pritoria,Silver Lakes,1,1,2,,R 10 000
